,Unnamed: 0,movieId,title,genres,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,key,year
46,46,50,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,The Usual Suspects,1995.0
47,47,52,Mighty Aphrodite (1995),Comedy|Drama|Romance,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,Mighty Aphrodite,1995.0
48,48,53,Lamerica (1994),Adventure|Drama,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Lamerica,1994.0
49,49,54,"Big Green, The (1995)",Children|Comedy,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,The Big Green,1995.0
50,50,55,Georgia (1995),Drama,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Georgia,1995.0
51,51,57,Home for the Holidays (1995),Drama,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Home for the Holidays,1995.0
52,52,58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,"Postman, The (Postino, Il)",1994.0
53,53,60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,The Indian in the Cupboard,1995.0
54,54,61,Eye for an Eye (1996),Drama|Thriller,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,Eye for an Eye,1996.0
55,55,62,Mr. Holland's Opus (1995),Drama,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Mr. Holland's Opus,1995.0
56,56,63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996.0
57,57,64,Two if by Sea (1996),Comedy|Romance,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,Two if by Sea,1996.0
58,58,65,Bio-Dome (1996),Comedy,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Bio-Dome,1996.0
59,59,66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,Lawnmower Man 2: Beyond Cyberspace,1996.0
60,60,68,French Twist (Gazon maudit) (1995),Comedy|Romance,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,French Twist (Gazon maudit),1995.0
61,61,69,Friday (1995),Comedy,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Friday,1995.0
62,62,70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,From Dusk Till Dawn,1996.0
63,63,71,Fair Game (1995),Action,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Fair Game,1995.0
64,64,72,Kicking and Screaming (1995),Comedy|Drama,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,Kicking and Screaming,1995.0
65,65,73,"Misérables, Les (1995)",Drama|War,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,"Misérables, Les",1995.0
66,66,74,Bed of Roses (1996),Drama|Romance,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,Bed of Roses,1996.0
67,67,75,Big Bully (1996),Comedy|Drama,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,Big Bully,1996.0
68,68,76,Screamers (1995),Action|Sci-Fi|Thriller,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,Screamers,1995.0
69,69,77,Nico Icon (1995),Documentary,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Nico Icon,1995.0
70,70,78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,The Crossing Guard,1995.0
71,71,79,"Juror, The (1996)",Drama|Thriller,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,The Juror,1996.0
72,72,80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,"White Balloon, The (Badkonake sefid)",1995.0
73,73,81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,Things to Do in Denver When You're Dead,1995.0
74,74,82,Antonia's Line (Antonia) (1995),Comedy|Drama,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,Antonia's Line (Antonia),1995.0
75,75,83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,Once Upon a Time... When We Were Colored,1995.0
76,76,85,Angels and Insects (1995),Drama|Romance,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,Angels and Insects,1995.0
77,77,86,White Squall (1996),Action|Adventure|Drama,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,White Squall,1996.0
78,78,87,Dunston Checks In (1996),Children|Comedy,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Dunston Checks In,1996.0
79,79,88,Black Sheep (1996),Comedy,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black Sheep,1996.0
80,80,89,Nick of Time (1995),Action|Thriller,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Nick of Time,1995.0
81,81,92,Mary Reilly (1996),Drama|Horror|Thriller,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,Mary Reilly,1996.0
82,82,93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,Vampire in Brooklyn,1995.0
83,83,94,Beautiful Girls (1996),Comedy|Drama|Romance,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,Beautiful Girls,1996.0
84,84,95,Broken Arrow (1996),Action|Adventure|Thriller,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Broken Arrow,1996.0
85,85,96,In the Bleak Midwinter (1995),Comedy|Drama,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,In the Bleak Midwinter,1995.0
86,86,97,"Hate (Haine, La) (1995)",Crime|Drama,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,"Hate (Haine, La)",1995.0
87,87,99,Heidi Fleiss: Hollywood Madam (1995),Documentary,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Heidi Fleiss: Hollywood Madam,1995.0
88,88,100,City Hall (1996),Drama|Thriller,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,City Hall,1996.0
89,89,101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,Bottle Rocket,1996.0
90,90,102,Mr. Wrong (1996),Comedy,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Mr. Wrong,1996.0
91,91,103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,Unforgettable,1996.0
92,92,104,Happy Gilmore (1996),Comedy,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Happy Gilmore,1996.0
93,93,105,"Bridges of Madison County, The (1995)",Drama|Romance,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,The Bridges of Madison County,1995.0
94,94,106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,Nobody Loves Me (Keiner liebt mich),1994.0
95,95,107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Muppet Treasure Island,1996.0
96,96,108,Catwalk (1996),Documentary,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Catwalk,1996.0
97,97,110,Braveheart (1995),Action|Drama|War,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,Braveheart,1995.0
98,98,111,Taxi Driver (1976),Crime|Drama|Thriller,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,Taxi Driver,1976.0
99,99,112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,Rumble in the Bronx (Hont faan kui),1995.0
100,100,113,Before and After (1996),Drama|Mystery,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,Before and After,1996.0
101,101,116,Anne Frank Remembered (1995),Documentary,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Anne Frank Remembered,1995.0
102,102,117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,The Young Poisoner's Handbook,1995.0
103,103,118,If Lucy Fell (1996),Comedy|Romance,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,If Lucy Fell,1996.0
104,104,119,"Steal Big, Steal Little (1995)",Comedy,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,"Steal Big, Steal Little",1995.0
105,105,121,"Boys of St. Vincent, The (1992)",Drama,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,The Boys of St. Vincent,1992.0
106,106,122,Boomerang (1992),Comedy|Romance,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,Boomerang,1992.0
107,107,123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,Chungking Express (Chung Hing sam lam),1994.0
108,108,125,Flirting With Disaster (1996),Comedy,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Flirting With Disaster,1996.0
109,109,126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,The NeverEnding Story III,1994.0
110,110,128,Jupiter's Wife (1994),Documentary,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Jupiter's Wife,1994.0
111,111,129,Pie in the Sky (1996),Comedy|Romance,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,Pie in the Sky,1996.0
112,112,132,Jade (1995),Thriller,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Jade,1995.0
113,113,135,Down Periscope (1996),Comedy,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Down Periscope,1996.0
114,114,137,Man of the Year (1995),Documentary,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Man of the Year,1995.0
115,115,140,Up Close and Personal (1996),Drama|Romance,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,Up Close and Personal,1996.0
116,116,141,"Birdcage, The (1996)",Comedy,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,The Birdcage,1996.0
117,117,144,"Brothers McMullen, The (1995)",Comedy,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,The Brothers McMullen,1995.0
118,118,145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,Bad Boys,1995.0
119,119,146,"Amazing Panda Adventure, The (1995)",Adventure|Children,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,The Amazing Panda Adventure,1995.0
120,120,147,"Basketball Diaries, The (1995)",Drama,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,The Basketball Diaries,1995.0
121,121,148,"Awfully Big Adventure, An (1995)",Drama,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,An Awfully Big Adventure,1995.0
122,122,149,Amateur (1994),Crime|Drama|Thriller,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,Amateur,1994.0
123,123,150,Apollo 13 (1995),Adventure|Drama|IMAX,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Apollo 13,1995.0
124,124,151,Rob Roy (1995),Action|Drama|Romance|War,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,Rob Roy,1995.0
125,125,152,"Addiction, The (1995)",Drama|Horror,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,The Addiction,1995.0
126,126,153,Batman Forever (1995),Action|Adventure|Comedy|Crime,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,Batman Forever,1995.0
127,127,154,Beauty of the Day (Belle de jour) (1967),Drama,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Beauty of the Day (Belle de jour),1967.0
128,128,155,Beyond Rangoon (1995),Adventure|Drama|War,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,Beyond Rangoon,1995.0
129,129,156,Blue in the Face (1995),Comedy|Drama,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,Blue in the Face,1995.0
130,130,157,Canadian Bacon (1995),Comedy|War,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,Canadian Bacon,1995.0
131,131,158,Casper (1995),Adventure|Children,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Casper,1995.0
132,132,159,Clockers (1995),Crime|Drama|Mystery,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,Clockers,1995.0
133,133,160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,Congo,1995.0
134,134,161,Crimson Tide (1995),Drama|Thriller|War,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,Crimson Tide,1995.0
135,135,162,Crumb (1994),Documentary,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Crumb,1994.0
136,136,163,Desperado (1995),Action|Romance|Western,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,Desperado,1995.0
137,137,164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,Devil in a Blue Dress,1995.0
138,138,165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,Die Hard: With a Vengeance,1995.0
139,139,166,"Doom Generation, The (1995)",Comedy|Crime|Drama,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,The Doom Generation,1995.0
140,140,168,First Knight (1995),Action|Drama|Romance,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,First Knight,1995.0
141,141,169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Free Willy 2: The Adventure Home,1995.0
142,142,170,Hackers (1995),Action|Adventure|Crime|Thriller,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,Hackers,1995.0
143,143,171,Jeffrey (1995),Comedy|Drama,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,Jeffrey,1995.0
144,144,172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,Johnny Mnemonic,1995.0
145,145,173,Judge Dredd (1995),Action|Crime|Sci-Fi,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,Judge Dredd,1995.0
146,146,174,Jury Duty (1995),Comedy,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Jury Duty,1995.0
147,147,175,Kids (1995),Drama,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Kids,1995.0
148,148,176,Living in Oblivion (1995),Comedy,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Living in Oblivion,1995.0
149,149,177,Lord of Illusions (1995),Horror,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Lord of Illusions,1995.0
150,150,178,Love & Human Remains (1993),Comedy|Drama,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,Love & Human Remains,1993.0
151,151,179,Mad Love (1995),Drama|Romance,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,Mad Love,1995.0
152,152,180,Mallrats (1995),Comedy|Romance,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,Mallrats,1995.0
153,153,181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Mighty Morphin Power Rangers: The Movie,1995.0
154,154,183,Mute Witness (1994),Comedy|Horror|Thriller,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,Mute Witness,1994.0
155,155,184,Nadja (1994),Drama,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Nadja,1994.0
156,156,185,"Net, The (1995)",Action|Crime|Thriller,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,The Net,1995.0
157,157,186,Nine Months (1995),Comedy|Romance,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,Nine Months,1995.0
158,158,187,Party Girl (1995),Comedy,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Party Girl,1995.0
159,159,188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,The Prophecy,1995.0
160,160,189,Reckless (1995),Comedy|Fantasy,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,Reckless,1995.0
161,161,190,Safe (1995),Thriller,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Safe,1995.0
162,162,191,"Scarlet Letter, The (1995)",Drama|Romance,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,The Scarlet Letter,1995.0
163,163,193,Showgirls (1995),Drama,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Showgirls,1995.0
164,164,194,Smoke (1995),Comedy|Drama,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,Smoke,1995.0
165,165,195,Something to Talk About (1995),Comedy|Drama|Romance,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,Something to Talk About,1995.0
166,166,196,Species (1995),Horror|Sci-Fi,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,Species,1995.0
167,167,198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False,Strange Days,1995.0
168,168,199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",1964.0
169,169,201,Three Wishes (1995),Drama|Fantasy,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,Three Wishes,1995.0
170,170,202,Total Eclipse (1995),Drama|Romance,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,Total Eclipse,1995.0
171,171,203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,"To Wong Foo, Thanks for Everything! Julie Newmar",1995.0
172,172,204,Under Siege 2: Dark Territory (1995),Action,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Under Siege 2: Dark Territory,1995.0
173,173,205,Unstrung Heroes (1995),Comedy|Drama,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,Unstrung Heroes,1995.0
174,174,206,Unzipped (1995),Documentary,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Unzipped,1995.0
